Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Hyundai i20 Sportz 1.2,Kolkata,2013,40300,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,2.8,False,False,True,False,True
Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,5.23,False,False,True,True,False
Hyundai Getz GLS,Pune,2005,86000,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,0.45,False,False,True,False,True
Maruti Wagon R LXI BS IV,Delhi,2014,65694,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.25,False,False,True,False,True
Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1.5,False,False,True,False,True
Hyundai i10 Magna 1.2,Mumbai,2012,51000,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.85,False,False,True,False,True
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,First,21.7 kmpl,999 CC,67 bhp,5.0,4.61 Lakh,4.5,False,False,True,False,True
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,First,15.0 kmpl,2147 CC,107.3 bhp,5.0,,16.25,True,False,False,True,False
Volkswagen Polo GT TSI,Mumbai,2017,25000,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,7.75,False,False,True,True,False
Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Third,12.05 kmpl,2179 CC,120 bhp,8.0,,4.35,True,False,False,False,True
Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,37.38 Lakh,33.13,True,False,False,True,False
Chevrolet Beat Diesel LT,Coimbatore,2013,75421,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,3.63,True,False,False,False,True
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.75,True,False,False,False,True
Maruti Swift Dzire VXI,Kochi,2018,10671,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.51,False,False,True,False,True
Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,First,21.7 kmpl,999 CC,67 bhp,5.0,5.3 Lakh,4.8,False,False,True,False,True
Tata Bolt Quadrajet XM,Hyderabad,2017,98500,First,22.95 kmpl,1248 CC,74 bhp,5.0,7.97 Lakh,6.0,True,False,False,False,True
Hyundai Grand i10 Asta,Coimbatore,2016,61578,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.4,False,False,True,False,True
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4.9,True,False,False,False,True
Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.57,True,False,False,True,False
Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,4.76,True,False,False,False,True
Chevrolet Spark 1.0 LT,Kochi,2012,50619,First,18.0 kmpl,995 CC,62 bhp,5.0,,2.0,False,False,True,False,True
BMW 3 Series 320d,Coimbatore,2009,103905,First,22.69 kmpl,1995 CC,190 bhp,5.0,43.31 Lakh,9.92,True,False,False,True,False
Hyundai EON Era Plus,Kochi,2018,15334,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.69,False,False,True,False,True
Maruti Swift Dzire VDI,Hyderabad,2013,69000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.75,True,False,False,False,True
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,First,20.14 kmpl,1498 CC,88.5 bhp,5.0,,5.7,True,False,False,False,True
Honda Amaze E i-Vtech,Coimbatore,2014,44753,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.94,False,False,True,False,True
Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,4.29,False,False,True,True,False
Maruti Wagon R Stingray VXI,Kolkata,2014,23840,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.0,False,False,True,False,True
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,6.5,True,False,False,False,True
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.9,False,False,True,False,True
Honda Amaze SX i-DTEC,Kochi,2016,51806,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.4,True,False,False,False,True
Audi A6 35 TDI Matrix,Delhi,2014,56000,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,59.38 Lakh,24.0,True,False,False,True,False
Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,First,24.7 kmpl,1047 CC,69 bhp,5.0,,7.46,True,False,False,False,True
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.86 Lakh,9.6,True,False,False,True,False
Audi A6 35 TDI Matrix,Hyderabad,2014,62000,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,67.1 Lakh,25.0,True,False,False,True,False
Nissan Terrano XL 110 PS,Hyderabad,2014,66000,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,6.8,True,False,False,False,True
Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,8.59,True,False,False,True,False
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,First,25.83 kmpl,1498 CC,99 bhp,5.0,,5.29,True,False,False,False,True
Tata Venture EX,Pune,2011,51482,First,15.42 kmpl,1405 CC,70 bhp,8.0,,2.5,True,False,False,False,True
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,First,14.84 kmpl,2143 CC,167.62 bhp,5.0,,13.9,True,False,False,True,False
Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Second,13.0 kmpl,2982 CC,168.5 bhp,7.0,,20.0,True,False,False,False,True
Honda City 1.5 V MT,Delhi,2011,90000,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.4,False,False,True,False,True
Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.5,False,False,True,False,True
Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65,True,False,False,False,True
Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,First,13.1 kmpl,2499 CC,141 bhp,7.0,,5.86,True,False,False,False,True
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,10.44,False,False,True,True,False
Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.37,True,False,False,False,True
Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,2011,150000,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,6.95,True,False,False,False,True
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,12.22 Lakh,9.9,True,False,False,False,True
Ford Figo Diesel Titanium,Hyderabad,2012,71558,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.3,True,False,False,False,True
Porsche Panamera Diesel,Delhi,2013,48000,Second,17.85 kmpl,2967 CC,300 bhp,4.0,,50.5,True,False,False,True,False
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,12.5,True,False,False,True,False
Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,First,16.55 kmpl,1968 CC,140 bhp,5.0,,20.5,True,False,False,True,False
Mahindra XUV500 W8 4WD,Kolkata,2017,14600,First,16.0 kmpl,2179 CC,140 bhp,7.0,,14.5,True,False,False,False,True
Isuzu MUX 4WD,Jaipur,2017,34429,First,13.8 kmpl,2999 CC,174.57 bhp,7.0,33.68 Lakh,20.0,True,False,False,True,False
Maruti Swift Dzire VDI,Delhi,2014,52000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.25,True,False,False,False,True
Maruti Ciaz ZXi,Kolkata,2015,25470,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,5.9,False,False,True,False,True
Hyundai EON Era Plus,Pune,2013,22000,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.6,False,False,True,False,True
Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0,True,False,False,True,False
BMW 5 Series 2003-2012 520d,Pune,2011,95995,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.5,True,False,False,True,False
Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,,5.75,True,False,False,False,True
Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,First,14.47 kmpl,2993 CC,301.73 bhp,5.0,,75.0,True,False,False,True,False
Maruti Swift Ldi BSIII,Chennai,2007,140000,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,2.0,True,False,False,False,True
Hyundai Santro Xing GLS,Hyderabad,2008,95291,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3,False,False,True,False,True
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,8.2,True,False,False,False,True
Hyundai i20 Sportz 1.2,Kolkata,2015,32000,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.8,False,False,True,False,True
Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,Second,11.0 kmpl,2987 CC,198.5 bhp,5.0,,8.5,True,False,False,True,False
Ford Figo Diesel ZXI,Chennai,2011,72000,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.9,True,False,False,False,True
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27 Lakh,6.5,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.96 Lakh,5.85,False,False,True,False,True
Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,First,16.3 kmpl,1956 CC,170 bhp,5.0,26.95 Lakh,23.91,True,False,False,False,True
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.96 Lakh,7.36,False,False,True,True,False
Toyota Fortuner 3.0 Diesel,Pune,2014,55960,First,11.5 kmpl,2982 CC,171 bhp,7.0,,17.25,True,False,False,False,True
Volkswagen Vento Diesel Highline,Jaipur,2013,144000,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,7.0,True,False,False,False,True
Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.06 Lakh,17.65,True,False,False,False,True
Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,First,20.0 kmpl,1399 CC,68.1 bhp,5.0,,2.5,True,False,False,False,True
Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,9.58 Lakh,6.0,True,False,False,False,True
Mahindra Thar DI 4X4,Mumbai,2018,2500,First,18.06 kmpl,2523 CC,63 bhp,7.0,,8.25,True,False,False,False,True
Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.83,True,False,False,True,False
BMW 3 Series 320d Highline,Delhi,2011,64000,First,16.07 kmpl,1995 CC,181 bhp,5.0,,10.5,True,False,False,True,False
Hyundai Accent GLS,Bangalore,2008,80000,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.9,False,False,True,False,True
Maruti Celerio ZXI AT,Jaipur,2016,30000,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,False,False,True,True,False
Jaguar XF 2.2 Litre Luxury,Chennai,2014,43000,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.5,True,False,False,True,False
Audi A6 2.7 TDI,Bangalore,2013,90000,Second,12.4 kmpl,2698 CC,179.5 bhp,5.0,,22.5,True,False,False,True,False
Nissan Micra Diesel XV,Hyderabad,2011,123880,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.3,True,False,False,False,True
Honda Amaze S i-Vtech,Jaipur,2015,42000,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.3,False,False,True,False,True
Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.25,True,False,False,False,True
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75,True,False,False,False,True
Honda Amaze E i-Vtech,Ahmedabad,2014,72411,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25,False,False,True,False,True
Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,First,14.94 kmpl,2143 CC,204 bhp,5.0,,14.22,True,False,False,True,False
Toyota Etios Liva G,Chennai,2015,53713,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,,4.2,False,False,True,False,True
Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,20.8 Lakh,18.25,True,False,False,True,False
Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,First,15.8 kmpl,2148 CC,170 bhp,5.0,,18.5,True,False,False,False,True
Maruti Swift VXI BSIII,Chennai,2008,86700,Second,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.4,False,False,True,False,True
Maruti Baleno Alpha 1.3,Kolkata,2016,29000,First,27.39 kmpl,1248 CC,74 bhp,5.0,,6.5,True,False,False,False,True
Maruti Celerio VXI AT,Mumbai,2015,33000,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.99,False,False,True,True,False
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.45,True,False,False,False,True
Tata Manza Aura Quadrajet,Hyderabad,2010,76000,First,18.8 kmpl,1248 CC,90 bhp,5.0,,2.7,True,False,False,False,True
Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.25,True,False,False,False,True
Mahindra XUV500 W8 2WD,Coimbatore,2016,59711,First,15.1 kmpl,2179 CC,140 bhp,7.0,,13.28,True,False,False,False,True
Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.7,True,False,False,False,True
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,10714,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.51,True,False,False,True,False
Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2010,127510,Second,19.0 kmpl,1248 CC,90 bhp,5.0,,1.4,True,False,False,False,True
Maruti Swift VDI,Kolkata,2014,35010,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.5,True,False,False,False,True
Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3.78,False,False,True,False,True
Tata Indigo eCS LS (TDI) BS-III,Pune,2015,83000,First,19.09 kmpl,1405 CC,69.01 bhp,5.0,,2.7,True,False,False,False,True
Honda Amaze S i-Dtech,Kolkata,2013,38755,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.2,True,False,False,False,True
Maruti Swift VXI BSIV,Delhi,2016,30000,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.0,False,False,True,False,True
Maruti Ertiga ZDI,Chennai,2012,40000,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.0,True,False,False,False,True
Hyundai Grand i10 Era,Kolkata,2014,19500,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,2.85,False,False,True,False,True
Nissan Micra Active XV,Ahmedabad,2016,41000,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.78 Lakh,4.25,False,False,True,False,True
Hyundai Grand i10 Asta Option,Bangalore,2014,30000,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,4.9,False,False,True,False,True
Jeep Compass 2.0 Sport,Hyderabad,2017,37000,First,17.1 kmpl,1956 CC,170 bhp,5.0,19.91 Lakh,16.9,True,False,False,False,True
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.25,True,False,False,False,True
Honda Amaze S AT i-Vtech,Pune,2015,42023,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,4.34,False,False,True,True,False
BMW X3 xDrive20d Advantage Edition,Kolkata,2012,51001,First,16.09 kmpl,1995 CC,184 bhp,5.0,,17.0,True,False,False,True,False
BMW 3 Series 320d Luxury Line,Kochi,2017,55389,First,18.88 kmpl,1995 CC,184 bhp,5.0,,28.45,True,False,False,True,False
Honda City V AT,Kochi,2014,46728,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,6.15,False,False,True,True,False
Mahindra Ssangyong Rexton RX5,Kochi,2014,58995,First,12.83 kmpl,2696 CC,162 bhp,7.0,,9.25,True,False,False,False,True
Maruti Swift Dzire LDI,Delhi,2015,37857,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.85,True,False,False,False,True
Maruti Swift VDI BSIV,Jaipur,2014,71000,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.8,True,False,False,False,True
Honda Brio S Option MT,Pune,2012,49024,First,18.4 kmpl,1198 CC,86.8 bhp,5.0,,2.3,False,False,True,False,True
Hyundai Grand i10 Sportz,Mumbai,2016,10770,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.75,False,False,True,False,True
Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.93 Lakh,5.0,True,False,False,False,True
Hyundai EON Era Plus,Jaipur,2015,91000,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5,False,False,True,False,True
Hyundai i20 1.2 Spotz,Mumbai,2017,14000,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.95,False,False,True,False,True
Volvo S60 D4 KINETIC,Delhi,2014,48000,Second,9.0 kmpl,1984 CC,181 bhp,5.0,,16.0,True,False,False,True,False
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.15,True,False,False,False,True
Maruti Ritz VXI,Hyderabad,2014,32500,Second,21.1 kmpl,1197 CC,85.80 bhp,5.0,,4.05,False,False,True,False,True
Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,Second,21.9 kmpl,1396 CC,90 bhp,5.0,,3.1,True,False,False,False,True
Maruti Dzire VXI,Hyderabad,2013,34900,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,7.97 Lakh,5.49,False,False,True,False,True
Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,Third,8.0 kmpl,4806 CC,394.3 bhp,4.0,,42.91,False,False,True,True,False
Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,First,17.8 kmpl,1248 CC,75 bhp,5.0,,5.7,True,False,False,False,True
Honda Brio S MT,Kolkata,2014,35000,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.85,False,False,True,False,True
Chevrolet Beat LS,Bangalore,2012,37000,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2.35,False,False,True,False,True
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,14.76,False,False,True,True,False
Honda City ZX GXi,Pune,2008,119000,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,2.25,False,False,True,False,True
Maruti Ritz LXi,Mumbai,2016,12000,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.65,False,False,True,False,True
Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,7.25,True,False,False,False,True
BMW 3 Series 320d,Hyderabad,2010,73336,First,13.2 kmpl,1995 CC,170 bhp,5.0,,10.69,True,False,False,True,False
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.5,False,False,True,False,True
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,Fourth & Above,12.8 kmpl,2494 CC,102 bhp,8.0,,5.1,True,False,False,False,True
Maruti Wagon R LXI,Mumbai,2014,25422,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,3.25,False,False,True,False,True
Maruti Ertiga VDI,Mumbai,2018,14000,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.66 Lakh,9.25,True,False,False,False,True
Maruti Alto LXi BSIII,Hyderabad,2008,66000,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.7,False,False,True,False,True
Maruti A-Star Vxi,Kochi,2010,55324,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.87,False,False,True,False,True
BMW X5 3.0d,Bangalore,2009,90000,First,11.0 kmpl,2993 CC,235 bhp,5.0,,17.75,True,False,False,True,False
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,First,18.15 kmpl,1198 CC,82 bhp,5.0,7.35 Lakh,4.5,False,False,True,False,True
Hyundai i10 Magna AT,Bangalore,2008,58483,Second,19.2 kmpl,1197 CC,80 bhp,5.0,,2.95,False,False,True,True,False
Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,Second,12.9 kmpl,1799 CC,130 bhp,5.0,,2.6,False,False,True,True,False
Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0,False,False,True,False,True
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,Second,14.84 kmpl,2143 CC,170 bhp,5.0,,15.5,True,False,False,True,False
Toyota Etios G,Pune,2011,37000,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,2.8,False,False,True,False,True
Honda City 1.5 E MT,Kolkata,2010,54801,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2.5,False,False,True,False,True
Maruti Swift Dzire VDI,Bangalore,2014,29000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.75,True,False,False,False,True
Maruti Swift VXI,Pune,2010,68000,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,6.99 Lakh,2.8,False,False,True,False,True
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.59,False,False,True,False,True
Maruti Ritz VDi,Pune,2012,64290,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.65,True,False,False,False,True
Toyota Fortuner 4x2 Manual,Mumbai,2015,31000,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,19.85,True,False,False,False,True
Jeep Compass 2.0 Limited,Pune,2018,16039,First,17.1 kmpl,1956 CC,170 bhp,5.0,23.89 Lakh,18.5,True,False,False,False,True
Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.95,False,False,True,False,True
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,First,13.93 kmpl,2179 CC,138 bhp,7.0,,3.75,True,False,False,False,True
Maruti Swift Dzire LDi,Jaipur,2008,78000,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,2.3,True,False,False,False,True
Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.3,True,False,False,False,True
Maruti Swift LDI,Hyderabad,2016,52000,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.27 Lakh,5.95,True,False,False,False,True
Maruti Celerio VXI AT,Kolkata,2016,30000,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.49,False,False,True,True,False
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,First,14.69 kmpl,2993 CC,258 bhp,5.0,,47.7,True,False,False,True,False
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,First,16.47 kmpl,1198 CC,74 bhp,5.0,,6.43,False,False,True,False,True
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,First,13.93 kmpl,2179 CC,138.03 bhp,7.0,,4.5,True,False,False,False,True
Mini Cooper S Carbon Edition,Kolkata,2018,2971,First,13.6 kmpl,1598 CC,181 bhp,4.0,,39.75,False,False,True,True,False
Ford Figo Petrol Titanium,Kolkata,2015,21400,First,15.6 kmpl,1196 CC,70 bhp,5.0,,4.0,False,False,True,False,True
Honda City i DTEC V,Ahmedabad,2015,77000,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.98,True,False,False,False,True
Hyundai Tucson CRDi,Delhi,2006,80000,Second,12.6 kmpl,1991 CC,112 bhp,7.0,,1.75,True,False,False,False,True
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,First,20.0 kmpl,1968 CC,108.5 bhp,5.0,,4.75,True,False,False,False,True
Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,First,11.5 kmpl,2982 CC,171 bhp,7.0,,23.5,True,False,False,False,True
Hyundai Verna 1.6 SX,Hyderabad,2014,39791,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.49,True,False,False,False,True
Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,First,15.1 kmpl,2179 CC,140 bhp,7.0,,10.85,True,False,False,False,True
Renault KWID RXT,Mumbai,2017,24000,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.5,False,False,True,False,True
Hyundai i20 Asta 1.2,Bangalore,2015,39000,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.3,False,False,True,False,True
Honda City V AT,Bangalore,2012,37000,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,6.75,False,False,True,True,False
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,First,10.91 kmpl,3198 CC,197 bhp,7.0,,28.88,True,False,False,True,False
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,61648,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,14.23,False,False,True,True,False
BMW 3 Series 320d Sport,Mumbai,2012,37000,Third,22.69 kmpl,1995 CC,190 bhp,5.0,,15.0,True,False,False,True,False
Maruti Ritz LDi,Jaipur,2013,65000,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.75,True,False,False,False,True
Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,12.75,True,False,False,False,True
Maruti Swift Lxi BSIII,Mumbai,2009,53001,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,1.95,False,False,True,False,True
Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,First,20.3 kmpl,1199 CC,84 bhp,5.0,,4.95,False,False,True,False,True
